id;seg_type;seg_id;mean_length_arpeggio_ascending;mean_length_arpeggio_descending;mean_length_arpeggio;cdpcx_density_2;cdpcx_density_L;cdpcx_density_b6;cdpcx_density_B;cdpcx_density_b2;cdpcx_density_4;cdpcx_density_<;cdpcx_density_>;cdpcx_density_1;cdpcx_density_3;cdpcx_density_6;cdpcx_density_5;cdpcx_density_T;cdpcx_density_7;cdpcx_entropy;mean_length_chromatic_ascending;mean_length_chromatic_descending;mean_length_chromatic_mixed;cpc_bigram_entropy;durclass_bigram_entropy;durclass_abs_hist_04_long;durclass_rel_hist_04_long;durclass_rel_hist_02_short;durclass_rel_entropy;durclass_abs_hist_01_very_short;durclass_abs_hist_05_very_long;durclass_rel_hist_01_very_short;durclass_rel_hist_05_very_long;durclass_rel_hist_03_medium;durclass_abs_entropy;durclass_abs_hist_03_medium;durclass_abs_hist_02_short;mean_seg_len_04_long;mean_seg_len_02_short;mean_seg_len_01_very_short;durclass_mean_seg_len;mean_seg_len_05_very_long;mean_seg_len_03_medium;fuzzyint_bigram_entropy;fuzzyint_hist_01_big_jump_up;fuzzyint_hist_08_jump_down;fuzzyint_hist_04_step_up;fuzzyint_hist_05_repeat;fuzzyint_hist_09_big_jump_down;fuzzyint_hist_07_leap_down;fuzzyint_hist_06_step_down;fuzzyint_hist_03_leap_up;fuzzyint_hist_02_jump_up;fuzzyint_entropy;art_range;art_median;art_std;metrical_event_density;event_density;performer;title;full_title;style;rhythmfeel;instrument;avgtempo;tonality_type;recordingyear;int_bigram_entropy;mean_length_chromatic_sequences;ratio_chromatic_sequences;int_std;int_min;int_range;abs_int_range;abs_int_mean;int_entropy;ioiclass_bigram_entropy;ioiclass_rel_hist_05_very_long;ioiclass_abs_hist_04_long;ioiclass_rel_hist_04_long;ioiclass_rel_hist_02_short;ioiclass_rel_hist_03_medium;ioiclass_abs_hist_03_medium;ioiclass_abs_hist_02_short;ioiclass_abs_hist_01_very_short;ioiclass_abs_hist_05_very_long;ioiclass_abs_entropy;ioiclass_rel_entropy;ioiclass_rel_hist_01_very_short;aic_mean_seg_len_02_short;ric_mean_seg_len_02_short;aic_mean_seg_len_04_long;aic_mean_seg_len;aic_mean_seg_len_05_very_long;aic_mean_seg_len_01_very_short;ric_mean_seg_len_04_long;aic_mean_seg_len_03_medium;ric_mean_seg_len;ric_mean_seg_len_01_very_short;ric_mean_seg_len_03_medium;ric_mean_seg_len_05_very_long;mcm_entropy;mcm_mean_angle;mcm_var;syncopicity;metric_complexity;metric_complexity_division;metric_complexity_compression;parsons_bigram_entropy;parsons_hist_ascending;parsons_hist_descending;parsons_hist_constant;parsons_entropy;mean_length_seq_ascending;mean_length_seq_descending;mean_length_seq_repitition;ratio_ascending_descending;pc_entropy;pc_circ_var;mean_number_of_unique_pc;pitch_entropy;pitch_range;pitch_median;pitch_std;extrema_ratio;mean_length_step_ascending;mean_length_step_descending;mean_length_step;nPVI_dur;nPVI_ioi
SteveLacy_EasyToLove_FINAL.sv;chorus;2;3.5;3.11;3.83;0.07;0.03;0.02;0.04;0.07;0.09;0.01;0.01;0.12;0.13;0.07;0.14;0.02;0.19;0.89;3.0;4.0;3.45;6.1;2.37;0.0;0.0;0.66;0.77;0.38;0.0;0.23;0.0;0.1;0.76;0.05;0.57;0.0;3.53;1.91;2.51;0.0;1.18;5.1;0.03;0.06;0.19;0.07;0.01;0.19;0.22;0.18;0.04;0.8;0.89;0.82;0.16;6.14;4.25;Steve Lacy;Easy to Love;Easy to Love-1;HARDBOP;SWING;ss;166.3;FUNCTIONAL;1957;6.29;3.43;0.09;3.63;-10;23;13;2.91;3.76;2.84;0.02;0.05;0.04;0.64;0.18;0.07;0.63;0.26;0.0;0.7;0.65;0.13;3.4;3.78;1.0;2.44;0.0;2.13;1.0;1.18;2.35;1.47;1.55;1.0;0.8;38.64;0.95;0.465968586387;0.163006337834;0.268421052632;0.0575916230366;2.53;0.45;0.48;0.07;0.81;4.38;4.13;4.0;0.92;0.94;0.88;6.78;4.25;30;67.0;6.05;0.34;3.6;5.33;4.78;0.44;0.44
SteveLacy_EasyToLove_FINAL.sv;chorus;3;3.0;3.0;4.11;0.06;0.06;0.07;0.03;0.04;0.08;0.01;0.01;0.18;0.14;0.04;0.1;0.04;0.14;0.91;3.0;6.5;4.14;6.23;2.97;0.03;0.04;0.53;0.7;0.43;0.01;0.31;0.01;0.11;0.66;0.08;0.46;1.0;3.23;2.23;2.27;1.0;1.31;5.08;0.02;0.04;0.24;0.06;0.03;0.15;0.26;0.13;0.08;0.79;0.89;0.84;0.18;5.05;3.49;Steve Lacy;Easy to Love;Easy to Love-1;HARDBOP;SWING;ss;166.3;FUNCTIONAL;1957;6.21;4.75;0.09;3.6;-10;24;14;2.84;3.7;3.66;0.03;0.08;0.08;0.47;0.2;0.11;0.48;0.32;0.01;0.74;0.82;0.22;3.04;2.34;1.0;2.0;1.0;2.13;1.08;1.06;1.78;1.79;1.48;1.0;0.85;29.8;0.89;0.440251572327;0.2053379508;0.29746835443;0.11320754717;2.52;0.46;0.47;0.06;0.81;4.18;4.0;3.0;0.97;0.93;0.98;6.4;4.12;24;70.0;5.24;0.39;4.14;4.71;4.68;0.6;0.6
SteveLacy_EasyToLove_FINAL.sv;chorus;4;3.13;3.0;3.53;0.1;0.01;0.01;0.01;0.06;0.08;0.01;0.03;0.12;0.15;0.03;0.22;0.04;0.14;0.85;0.0;3.5;3.67;5.93;3.05;0.04;0.06;0.64;0.73;0.27;0.0;0.12;0.0;0.18;0.77;0.14;0.56;1.0;3.6;1.89;2.33;0.0;1.39;5.33;0.01;0.08;0.14;0.1;0.04;0.16;0.17;0.23;0.07;0.84;0.89;0.84;0.19;4.58;3.16;Steve Lacy;Easy to Love;Easy to Love-1;HARDBOP;SWING;ss;166.3;FUNCTIONAL;1957;6.26;3.5;0.04;3.74;-10;18;10;3.09;3.75;3.3;0.0;0.07;0.14;0.49;0.29;0.22;0.58;0.14;0.0;0.8;0.86;0.09;2.58;2.52;1.11;1.93;0.0;1.58;1.12;1.5;1.81;1.5;1.6;0.0;0.77;12.04;0.92;0.492857142857;0.218936279548;0.302158273381;0.135714285714;2.68;0.46;0.44;0.1;0.86;4.19;4.14;3.5;1.05;0.9;0.82;5.92;4.1;32;67.0;6.04;0.36;3.0;4.25;4.33;0.56;0.56
SteveLacy_Let'sCoolOne_FINAL.sv;chorus;1;4.2;3.38;4.0;0.08;0.01;0.02;0.02;0.05;0.09;0.01;0.01;0.17;0.13;0.1;0.14;0.02;0.16;0.86;4.0;0.0;3.6;6.0;3.03;0.02;0.03;0.43;0.68;0.46;0.01;0.42;0.01;0.11;0.67;0.11;0.39;1.25;1.93;2.14;1.79;1.0;1.05;4.86;0.01;0.07;0.29;0.12;0.0;0.15;0.19;0.14;0.04;0.76;0.93;0.81;0.21;5.84;3.22;Steve Lacy;Let's Cool One;Let's Cool One-1;HARDBOP;SWING;ss;132.2;FUNCTIONAL;1961;5.85;4.0;0.05;3.31;-7;26;19;2.57;3.47;3.68;0.01;0.1;0.12;0.4;0.18;0.14;0.42;0.34;0.01;0.79;0.82;0.31;2.17;1.85;1.06;1.64;1.0;1.79;1.05;1.08;1.49;1.65;1.14;1.0;0.84;3.87;0.9;0.453551912568;0.211193178406;0.296703296703;0.125683060109;2.76;0.47;0.41;0.12;0.89;4.53;4.06;3.33;1.16;0.88;0.69;6.2;4.26;33;75.0;6.8;0.36;4.0;3.0;4.0;0.62;0.62
SteveLacy_Let'sCoolOne_FINAL.sv;chorus;2;3.0;3.0;3.29;0.11;0.02;0.08;0.03;0.02;0.08;0.0;0.0;0.11;0.17;0.06;0.13;0.04;0.15;0.88;3.25;0.0;3.44;6.12;3.17;0.03;0.05;0.49;0.84;0.24;0.0;0.22;0.0;0.24;0.8;0.2;0.53;1.0;1.89;1.36;1.51;0.0;1.25;5.56;0.05;0.09;0.21;0.07;0.04;0.14;0.21;0.11;0.08;0.86;0.89;0.84;0.19;5.25;2.9;Steve Lacy;Let's Cool One;Let's Cool One-1;HARDBOP;SWING;ss;132.2;FUNCTIONAL;1961;6.6;3.25;0.05;4.37;-12;32;20;3.32;3.98;3.54;0.0;0.11;0.12;0.45;0.28;0.26;0.48;0.15;0.0;0.89;0.9;0.15;1.98;1.85;1.06;1.57;0.0;1.37;1.11;1.43;1.58;1.39;1.62;0.0;0.83;7.69;0.97;0.437869822485;0.258435474782;0.35119047619;0.165680473373;2.56;0.45;0.48;0.07;0.82;3.84;3.94;0.0;0.93;0.94;0.9;6.46;4.49;37;72.0;7.08;0.43;3.6;3.0;3.93;0.68;0.68
SteveLacy_Skippy_FINAL.sv;chorus;1;3.6;3.33;4.27;0.06;0.06;0.08;0.07;0.04;0.04;0.0;0.0;0.11;0.2;0.07;0.09;0.07;0.12;0.9;3.0;3.83;4.0;6.1;1.49;0.0;0.03;0.83;0.45;0.83;0.0;0.06;0.0;0.08;0.49;0.04;0.13;1.25;6.41;1.11;3.52;0.0;1.0;4.15;0.01;0.04;0.26;0.01;0.0;0.12;0.39;0.15;0.03;0.65;0.82;0.82;0.18;5.3;5.84;Steve Lacy;Skippy;Skippy-1;HARDBOP;SWING;ss;266.8;FUNCTIONAL;1958;5.55;3.71;0.11;2.94;-7;21;14;2.43;3.22;2.17;0.01;0.01;0.1;0.73;0.15;0.1;0.27;0.62;0.0;0.67;0.51;0.01;1.44;6.83;1.0;2.18;0.0;3.35;1.23;1.33;3.43;1.0;1.73;1.0;0.64;4.16;0.96;0.136094674556;0.11291913215;0.166666666667;0.0591715976331;2.03;0.45;0.55;0.01;0.66;4.69;6.0;2.0;0.82;0.97;0.85;7.67;4.47;25;73.0;6.69;0.37;3.91;5.17;6.81;0.37;0.37
SteveLacy_Skippy_FINAL.sv;chorus;2;4.0;3.82;3.95;0.13;0.04;0.08;0.03;0.05;0.06;0.0;0.0;0.05;0.17;0.06;0.13;0.07;0.13;0.9;3.33;4.2;4.22;6.08;0.74;0.0;0.01;0.76;0.51;0.94;0.0;0.19;0.0;0.04;0.25;0.02;0.04;1.0;6.04;1.68;3.48;0.0;1.11;4.2;0.0;0.03;0.3;0.0;0.0;0.22;0.24;0.18;0.03;0.67;0.91;0.83;0.13;6.91;7.72;Steve Lacy;Skippy;Skippy-1;HARDBOP;SWING;ss;266.8;FUNCTIONAL;1958;5.5;3.88;0.1;3.09;-9;21;11;2.68;3.22;2.02;0.01;0.02;0.03;0.8;0.05;0.02;0.1;0.86;0.0;0.38;0.46;0.11;1.1;5.9;1.0;3.96;0.0;7.04;1.2;1.25;3.42;1.6;1.0;1.0;0.74;46.08;0.98;0.233183856502;0.100124227366;0.155405405405;0.0448430493274;1.91;0.51;0.49;0.0;0.63;4.85;5.17;0.0;1.04;0.99;0.9;8.63;4.49;26;73.0;5.86;0.32;3.55;5.22;5.0;0.37;0.37
SteveLacy_Skippy_FINAL.sv;chorus;3;3.0;3.0;3.08;0.05;0.04;0.09;0.04;0.05;0.09;0.0;0.0;0.14;0.1;0.11;0.11;0.05;0.14;0.9;0.0;3.29;3.22;5.54;1.43;0.0;0.02;0.66;0.67;0.82;0.0;0.16;0.0;0.16;0.47;0.02;0.16;1.0;3.65;1.41;2.24;0.0;1.2;3.8;0.02;0.03;0.19;0.01;0.0;0.09;0.5;0.14;0.03;0.61;0.88;0.85;0.16;5.95;6.67;Steve Lacy;Skippy;Skippy-1;HARDBOP;SWING;ss;266.8;FUNCTIONAL;1958;5.08;3.29;0.09;2.95;-7;19;12;2.46;3.02;2.35;0.02;0.02;0.03;0.73;0.18;0.03;0.2;0.74;0.0;0.53;0.53;0.04;1.41;4.89;1.33;2.92;0.0;4.96;1.0;1.0;2.75;1.0;1.38;1.33;0.71;20.87;0.97;0.127659574468;0.153643759245;0.270053475936;0.0372340425532;1.98;0.38;0.61;0.01;0.63;3.78;4.45;2.0;0.62;0.96;0.79;7.2;4.08;25;75.0;4.89;0.4;3.42;4.77;4.76;0.42;0.42
SteveLacy_Skippy_FINAL.sv;chorus;4;3.0;3.0;3.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-0.0;0.0;3.29;3.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0.0;0.88;0.85;0.16;5.29;6.26;Steve Lacy;Skippy;Skippy-1;HARDBOP;SWING;ss;266.8;FUNCTIONAL;1958;5.08;3.29;0.09;2.95;-7;19;12;2.46;3.02;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;1.41;4.89;1.33;2.92;0.0;4.96;1.0;1.0;2.75;1.0;1.38;1.33;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;3.78;4.45;2.0;0.62;-0.0;0.0;1.0;0.0;0;72.0;0.0;1.0;3.42;4.77;4.76;0.0;0.0
SteveLacy_Work_FINAL.sv;chorus;1;3.5;3.2;3.78;0.11;0.04;0.03;0.04;0.04;0.03;0.0;0.0;0.09;0.19;0.08;0.15;0.08;0.12;0.88;4.0;3.0;3.67;5.94;2.49;0.01;0.04;0.69;0.58;0.21;0.0;0.1;0.01;0.16;0.64;0.1;0.67;1.2;4.12;1.45;2.57;1.0;1.41;4.96;0.03;0.08;0.22;0.1;0.0;0.16;0.24;0.08;0.1;0.8;0.82;0.85;0.2;4.82;3.33;Steve Lacy;Work;Work-1;HARDBOP;SWING;ss;165.9;FUNCTIONAL;1957;6.12;3.6;0.08;3.44;-7;18;11;2.76;3.68;3.23;0.01;0.05;0.12;0.52;0.28;0.22;0.59;0.14;0.0;0.77;0.73;0.07;3.79;2.63;1.14;2.59;0.0;2.33;1.36;1.74;1.94;1.57;1.59;1.0;0.77;33.0;0.97;0.435064935065;0.25585688821;0.303921568627;0.207792207792;2.64;0.42;0.48;0.1;0.86;5.7;4.2;4.0;0.89;0.97;0.87;8.0;4.2;26;68.0;5.31;0.29;6.75;3.25;4.53;0.43;0.43
SteveLacy_Work_FINAL.sv;chorus;2;3.0;3.0;3.11;0.07;0.03;0.07;0.05;0.01;0.04;0.0;0.0;0.05;0.19;0.08;0.14;0.08;0.2;0.85;0.0;5.33;3.8;5.83;2.58;0.01;0.04;0.65;0.7;0.16;0.0;0.1;0.0;0.22;0.68;0.18;0.65;1.2;3.81;1.88;2.64;0.0;1.74;5.0;0.02;0.09;0.24;0.09;0.01;0.11;0.28;0.1;0.07;0.8;0.82;0.86;0.19;4.78;3.31;Steve Lacy;Work;Work-1;HARDBOP;SWING;ss;165.9;FUNCTIONAL;1957;6.01;5.33;0.09;3.36;-8;20;12;2.57;3.62;2.94;0.0;0.06;0.12;0.53;0.29;0.24;0.59;0.11;0.0;0.76;0.81;0.07;3.21;3.81;1.13;2.38;0.0;2.0;1.2;1.85;2.67;1.43;3.14;0.0;0.8;44.53;0.95;0.588235294118;0.285367217062;0.322368421053;0.248366013072;2.62;0.43;0.49;0.09;0.84;5.08;4.17;3.0;0.88;0.97;0.89;8.63;4.23;27;70.0;5.54;0.33;7.0;5.5;5.07;0.43;0.43
SteveLacy_Work_FINAL.sv;chorus;3;3.0;3.0;3.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;5.33;3.8;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0;0;0;0;0;0;0;0;0;0.0;0.82;0.86;0.19;6.37;4.32;Steve Lacy;Work;Work-1;HARDBOP;SWING;ss;165.9;FUNCTIONAL;1957;6.01;5.33;0.09;3.36;-8;20;12;2.57;3.62;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;3.21;3.81;1.13;2.38;0.0;2.0;1.2;1.85;2.67;1.43;3.14;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;5.08;4.17;3.0;0.88;-0.0;0.0;1.0;0.0;0;61.0;0.0;1.0;7.0;5.5;5.07;0.0;0.0
SteveTurre_DatDere_FINAL.sv;chorus;1;3.0;3.0;3.36;0.06;0.06;0.09;0.01;0.04;0.11;0.0;0.01;0.17;0.12;0.09;0.12;0.03;0.1;0.9;3.0;3.5;3.67;6.0;2.4;0.01;0.01;0.39;0.62;0.54;0.0;0.56;0.0;0.05;0.62;0.05;0.41;1.0;2.41;3.44;2.7;0.0;1.13;4.85;0.03;0.02;0.19;0.06;0.01;0.14;0.37;0.13;0.05;0.74;0.89;0.78;0.2;8.41;4.06;Steve Turre;Dat Dere;Dat Dere-1;POSTBOP;SWING;tb;116.0;FUNCTIONAL;1987;5.96;3.25;0.05;3.18;-9;22;13;2.51;3.41;3.05;0.0;0.05;0.05;0.52;0.13;0.16;0.48;0.3;0.0;0.84;0.8;0.31;2.88;3.06;1.0;2.06;0.0;2.11;1.0;1.33;2.13;2.22;1.13;0.0;0.9;42.23;0.92;0.380710659898;0.160623640319;0.285714285714;0.0355329949239;2.48;0.4;0.54;0.06;0.79;4.29;4.25;3.5;0.75;0.91;0.93;7.9;3.91;22;60.0;4.71;0.37;3.0;3.33;4.06;0.42;0.42
SteveTurre_DatDere_FINAL.sv;chorus;2;3.0;3.0;3.35;0.06;0.08;0.08;0.02;0.04;0.15;0.0;0.03;0.13;0.12;0.05;0.07;0.05;0.1;0.93;3.0;5.0;3.5;6.36;2.48;0.01;0.0;0.28;0.61;0.62;0.0;0.65;0.0;0.06;0.63;0.06;0.31;1.0;1.81;3.67;2.52;0.0;1.08;5.0;0.01;0.03;0.21;0.12;0.0;0.18;0.24;0.12;0.07;0.78;0.95;0.73;0.23;8.51;4.13;Steve Turre;Dat Dere;Dat Dere-1;POSTBOP;SWING;tb;116.0;FUNCTIONAL;1987;5.96;4.0;0.03;3.08;-8;17;9;2.52;3.53;3.01;0.0;0.04;0.04;0.57;0.13;0.16;0.56;0.24;0.0;0.78;0.77;0.26;3.17;3.19;1.0;2.18;0.0;1.81;1.0;1.45;2.14;1.77;1.3;0.0;0.89;30.95;0.92;0.475490196078;0.175951415049;0.288177339901;0.0637254901961;2.73;0.42;0.46;0.12;0.89;3.45;3.95;3.71;0.91;0.88;0.91;5.77;3.97;34;62.0;5.5;0.45;3.0;3.29;5.17;0.48;0.48
SteveTurre_DatDere_FINAL.sv;chorus;3;3.0;3.0;3.22;0.06;0.04;0.09;0.04;0.04;0.12;0.0;0.01;0.13;0.13;0.1;0.08;0.08;0.07;0.94;3.75;4.0;4.17;6.05;2.37;0.0;0.0;0.4;0.59;0.55;0.01;0.56;0.01;0.03;0.61;0.03;0.41;0.0;1.66;2.23;1.89;1.0;1.0;4.86;0.01;0.03;0.19;0.14;0.01;0.17;0.29;0.12;0.04;0.76;0.96;0.77;0.24;7.46;3.59;Steve Turre;Dat Dere;Dat Dere-1;POSTBOP;SWING;tb;116.0;FUNCTIONAL;1987;5.6;3.83;0.14;2.97;-9;22;13;2.28;3.4;3.4;0.01;0.04;0.04;0.45;0.19;0.22;0.47;0.26;0.01;0.75;0.75;0.31;2.12;2.3;1.0;1.64;1.0;1.55;1.0;1.3;1.71;1.61;1.29;1.0;0.88;43.47;0.95;0.529411764706;0.188310069791;0.317796610169;0.0588235294118;2.82;0.36;0.49;0.14;0.91;3.89;5.3;3.2;0.74;0.92;0.96;6.0;4.3;29;62.0;6.72;0.33;3.75;3.75;4.31;0.58;0.58
SteveTurre_IfIWereABell_FINAL.sv;chorus;1;3.25;3.2;3.82;0.06;0.06;0.04;0.03;0.04;0.07;0.0;0.01;0.12;0.15;0.08;0.15;0.02;0.17;0.88;3.0;4.0;3.86;6.04;1.55;0.01;0.03;0.86;0.35;0.83;0.0;0.04;0.01;0.07;0.4;0.03;0.13;1.0;7.44;1.5;4.11;1.0;1.0;5.03;0.03;0.05;0.21;0.1;0.01;0.17;0.24;0.18;0.03;0.79;0.9;0.78;0.17;5.08;5.46;Steve Turre;If I Were a Bell;If I Were a Bell-1;POSTBOP;SWING;tb;257.1;FUNCTIONAL;1987;6.05;3.33;0.09;3.35;-12;24;12;2.54;3.54;2.34;0.02;0.03;0.06;0.7;0.21;0.06;0.31;0.61;0.0;0.67;0.53;0.01;1.66;5.19;1.0;2.15;0.0;3.03;1.11;1.13;3.1;1.0;2.0;1.0;0.67;27.35;0.95;0.237179487179;0.168899917287;0.196774193548;0.141025641026;2.66;0.44;0.46;0.1;0.86;3.83;4.06;5.0;0.94;0.93;0.88;6.9;3.93;24;60.0;4.4;0.38;3.25;4.13;4.4;0.33;0.33
SteveTurre_IfIWereABell_FINAL.sv;chorus;2;3.25;3.0;4.3;0.07;0.04;0.05;0.07;0.03;0.09;0.01;0.02;0.13;0.15;0.07;0.11;0.07;0.09;0.94;3.4;3.0;4.43;6.24;1.59;0.0;0.01;0.77;0.52;0.81;0.0;0.13;0.0;0.08;0.52;0.03;0.15;1.0;5.57;1.54;3.21;0.0;1.09;4.83;0.02;0.03;0.25;0.06;0.01;0.2;0.27;0.11;0.05;0.76;0.97;0.72;0.22;4.73;5.08;Steve Turre;If I Were a Bell;If I Were a Bell-1;POSTBOP;SWING;tb;257.1;FUNCTIONAL;1987;5.98;3.29;0.11;3.13;-11;20;11;2.54;3.47;3.08;0.01;0.03;0.1;0.51;0.32;0.09;0.39;0.49;0.0;0.75;0.72;0.05;2.27;3.21;1.33;2.11;0.0;2.61;1.07;1.0;2.24;1.14;2.4;1.0;0.7;25.7;0.92;0.291390728477;0.219337748344;0.24;0.198675496689;2.49;0.43;0.51;0.06;0.8;3.63;4.22;3.5;0.86;0.95;0.86;5.64;4.18;26;61.0;5.32;0.42;3.56;3.4;4.63;0.38;0.38
SteveTurre_Steve'sBlues_FINAL.sv;chorus;1;0.0;4.0;4.33;0.08;0.03;0.03;0.02;0.0;0.05;0.0;0.0;0.24;0.09;0.09;0.26;0.03;0.09;0.78;4.0;0.0;5.0;4.87;2.26;0.0;0.0;0.65;0.81;0.48;0.0;0.18;0.0;0.17;0.74;0.03;0.48;0.0;4.3;2.4;3.0;0.0;1.57;4.28;0.05;0.05;0.14;0.32;0.05;0.11;0.14;0.11;0.05;0.82;0.8;0.87;0.2;5.54;4.67;Steve Turre;Steve's Blues;Steve's Blues-1;POSTBOP;SWING;tb;204.3;BLUES;1987;4.7;4.0;0.05;3.66;-10;20;10;2.45;3.49;3.24;0.0;0.03;0.08;0.42;0.38;0.06;0.55;0.35;0.0;0.7;0.86;0.12;2.4;2.08;1.0;1.91;0.0;1.77;1.0;1.0;1.91;1.6;2.27;0.0;0.7;9.58;0.91;0.272727272727;0.255944055944;0.284615384615;0.227272727273;2.75;0.34;0.34;0.32;1.0;3.75;5.0;7.33;1.0;0.81;0.64;5.17;3.05;13;64.0;3.72;0.35;3.67;4.5;4.75;0.37;0.37
SteveTurre_Steve'sBlues_FINAL.sv;chorus;2;0.0;3.0;3.0;0.15;0.07;0.02;0.03;0.03;0.07;0.0;0.02;0.08;0.1;0.14;0.19;0.02;0.08;0.88;3.0;0.0;3.0;5.16;2.32;0.0;0.02;0.71;0.61;0.49;0.0;0.15;0.0;0.12;0.74;0.03;0.47;1.0;4.67;1.8;2.95;0.0;1.4;4.58;0.02;0.03;0.33;0.07;0.0;0.21;0.19;0.05;0.1;0.74;0.93;0.83;0.24;4.96;4.23;Steve Turre;Steve's Blues;Steve's Blues-1;POSTBOP;SWING;tb;204.3;BLUES;1987;5.3;3.0;0.03;3.13;-6;15;9;2.62;3.29;2.58;0.0;0.03;0.09;0.59;0.31;0.07;0.66;0.24;0.0;0.66;0.69;0.02;2.71;3.4;1.0;2.07;0.0;1.75;1.0;1.0;2.42;1.0;2.25;0.0;0.67;27.69;0.88;0.254237288136;0.214786674459;0.344827586207;0.0847457627119;2.48;0.5;0.43;0.07;0.81;5.4;3.63;0.0;1.16;0.92;0.86;7.0;3.82;21;62.0;4.82;0.34;5.0;3.0;4.83;0.43;0.43
SteveTurre_Steve'sBlues_FINAL.sv;chorus;3;2.0;0.0;0.0;0.05;0.11;0.05;0.02;0.08;0.13;0.0;0.02;0.11;0.11;0.05;0.14;0.1;0.05;0.91;4.0;4.5;5.33;5.39;1.81;0.0;0.0;0.71;0.55;0.76;0.02;0.24;0.02;0.03;0.48;0.02;0.21;0.0;5.0;1.88;3.15;1.0;1.0;4.19;0.02;0.11;0.31;0.08;0.0;0.06;0.32;0.02;0.08;0.7;0.86;0.76;0.19;5.28;4.48;Steve Turre;Steve's Blues;Steve's Blues-1;POSTBOP;SWING;tb;204.3;BLUES;1987;5.08;4.25;0.21;2.94;-5;13;8;2.31;3.16;2.5;0.03;0.02;0.02;0.69;0.15;0.03;0.61;0.32;0.02;0.56;0.59;0.11;2.71;3.91;1.0;2.0;1.0;1.54;1.0;1.0;2.38;2.33;1.0;1.0;0.74;10.67;0.92;0.396825396825;0.172491039427;0.233870967742;0.111111111111;2.4;0.42;0.5;0.08;0.83;5.4;5.83;0.0;0.84;0.98;0.96;8.33;4.45;23;58.0;6.33;0.19;5.67;6.0;6.33;0.41;0.41
SteveTurre_Steve'sBlues_FINAL.sv;chorus;4;0.0;3.5;4.0;0.08;0.08;0.04;0.03;0.05;0.15;0.0;0.0;0.15;0.12;0.09;0.07;0.01;0.12;0.88;3.5;0.0;4.75;5.53;1.98;0.0;0.01;0.65;0.62;0.72;0.0;0.28;0.0;0.05;0.65;0.04;0.24;1.0;3.69;2.1;2.64;0.0;1.0;4.16;0.01;0.05;0.4;0.05;0.0;0.12;0.27;0.05;0.03;0.67;0.87;0.8;0.21;6.02;5.13;Steve Turre;Steve's Blues;Steve's Blues-1;POSTBOP;SWING;tb;204.3;BLUES;1987;5.29;3.5;0.07;2.63;-7;15;8;2.15;3.2;2.65;0.01;0.04;0.05;0.64;0.18;0.07;0.45;0.44;0.0;0.75;0.65;0.11;3.67;5.22;1.0;2.61;0.0;2.91;1.0;1.0;2.81;1.6;1.86;1.0;0.75;6.56;0.96;0.310810810811;0.177249166975;0.232876712329;0.121621621622;2.48;0.49;0.45;0.05;0.79;4.83;3.75;3.0;1.09;0.91;0.9;7.33;4.12;29;61.5;6.17;0.46;4.33;3.5;7.43;0.39;0.39
VonFreeman_PassItOn_FINAL.sv;chorus;1;3.0;0.0;3.67;0.13;0.03;0.03;0.01;0.04;0.06;0.0;0.03;0.14;0.11;0.15;0.09;0.08;0.09;0.9;3.0;3.5;3.83;5.7;2.57;0.01;0.0;0.21;0.69;0.57;0.0;0.72;0.0;0.08;0.67;0.08;0.35;0.0;1.38;5.07;2.79;0.0;1.14;4.67;0.04;0.03;0.2;0.08;0.02;0.11;0.41;0.08;0.04;0.73;0.94;0.83;0.24;7.75;3.4;Von Freeman;Pass it On;Pass it On-1;FUSION;FUNK;ts;105.9;MODAL;1991;5.7;3.4;0.11;4.22;-12;33;21;2.76;3.41;3.32;0.0;0.1;0.08;0.4;0.1;0.1;0.49;0.3;0.0;0.86;0.84;0.42;1.89;1.45;1.1;1.5;0.0;1.23;1.14;1.57;1.46;1.69;1.1;0.0;0.87;9.45;0.93;0.405660377358;0.125965858041;0.204761904762;0.0471698113208;2.5;0.35;0.57;0.08;0.8;4.0;4.0;0.0;0.62;0.96;0.83;5.64;4.24;30;65.0;6.36;0.46;3.0;4.38;4.71;0.41;0.41
