id;seg_type;seg_id;mean_length_arpeggio_ascending;mean_length_arpeggio_descending;mean_length_arpeggio;cdpcx_density_2;cdpcx_density_L;cdpcx_density_b6;cdpcx_density_B;cdpcx_density_b2;cdpcx_density_4;cdpcx_density_<;cdpcx_density_>;cdpcx_density_1;cdpcx_density_3;cdpcx_density_6;cdpcx_density_5;cdpcx_density_T;cdpcx_density_7;cdpcx_entropy;mean_length_chromatic_ascending;mean_length_chromatic_descending;mean_length_chromatic_mixed;cpc_bigram_entropy;durclass_bigram_entropy;durclass_abs_hist_04_long;durclass_rel_hist_04_long;durclass_rel_hist_02_short;durclass_rel_entropy;durclass_abs_hist_01_very_short;durclass_abs_hist_05_very_long;durclass_rel_hist_01_very_short;durclass_rel_hist_05_very_long;durclass_rel_hist_03_medium;durclass_abs_entropy;durclass_abs_hist_03_medium;durclass_abs_hist_02_short;mean_seg_len_04_long;mean_seg_len_02_short;mean_seg_len_01_very_short;durclass_mean_seg_len;mean_seg_len_05_very_long;mean_seg_len_03_medium;fuzzyint_bigram_entropy;fuzzyint_hist_01_big_jump_up;fuzzyint_hist_08_jump_down;fuzzyint_hist_04_step_up;fuzzyint_hist_05_repeat;fuzzyint_hist_09_big_jump_down;fuzzyint_hist_07_leap_down;fuzzyint_hist_06_step_down;fuzzyint_hist_03_leap_up;fuzzyint_hist_02_jump_up;fuzzyint_entropy;art_range;art_median;art_std;metrical_event_density;event_density;performer;title;full_title;style;rhythmfeel;instrument;avgtempo;tonality_type;recordingyear;int_bigram_entropy;mean_length_chromatic_sequences;ratio_chromatic_sequences;int_std;int_min;int_range;abs_int_range;abs_int_mean;int_entropy;ioiclass_bigram_entropy;ioiclass_rel_hist_05_very_long;ioiclass_abs_hist_04_long;ioiclass_rel_hist_04_long;ioiclass_rel_hist_02_short;ioiclass_rel_hist_03_medium;ioiclass_abs_hist_03_medium;ioiclass_abs_hist_02_short;ioiclass_abs_hist_01_very_short;ioiclass_abs_hist_05_very_long;ioiclass_abs_entropy;ioiclass_rel_entropy;ioiclass_rel_hist_01_very_short;aic_mean_seg_len_02_short;ric_mean_seg_len_02_short;aic_mean_seg_len_04_long;aic_mean_seg_len;aic_mean_seg_len_05_very_long;aic_mean_seg_len_01_very_short;ric_mean_seg_len_04_long;aic_mean_seg_len_03_medium;ric_mean_seg_len;ric_mean_seg_len_01_very_short;ric_mean_seg_len_03_medium;ric_mean_seg_len_05_very_long;mcm_entropy;mcm_mean_angle;mcm_var;syncopicity;metric_complexity;metric_complexity_division;metric_complexity_compression;parsons_bigram_entropy;parsons_hist_ascending;parsons_hist_descending;parsons_hist_constant;parsons_entropy;mean_length_seq_ascending;mean_length_seq_descending;mean_length_seq_repitition;ratio_ascending_descending;pc_entropy;pc_circ_var;mean_number_of_unique_pc;pitch_entropy;pitch_range;pitch_median;pitch_std;extrema_ratio;mean_length_step_ascending;mean_length_step_descending;mean_length_step;nPVI_dur;nPVI_ioi
VonFreeman_PassItOn_FINAL.sv;chorus;2;3.0;3.0;3.25;0.11;0.03;0.07;0.04;0.06;0.08;0.0;0.01;0.06;0.11;0.1;0.08;0.14;0.12;0.92;3.67;3.14;3.43;6.24;2.42;0.01;0.01;0.34;0.57;0.51;0.0;0.63;0.0;0.03;0.62;0.03;0.45;1.0;1.68;2.94;2.23;0.0;1.0;4.65;0.01;0.03;0.25;0.01;0.01;0.16;0.33;0.14;0.06;0.7;0.87;0.87;0.2;9.95;4.4;Von Freeman;Pass it On;Pass it On-1;FUSION;FUNK;ts;105.9;MODAL;1991;6.02;3.3;0.15;3.2;-11;22;11;2.6;3.42;2.88;0.0;0.06;0.04;0.44;0.06;0.05;0.59;0.31;0.0;0.71;0.73;0.46;2.0;1.68;1.0;1.58;0.0;1.31;1.0;1.0;1.66;1.92;1.0;0.0;0.83;47.15;0.96;0.396103896104;0.0962779051014;0.153594771242;0.038961038961;2.04;0.46;0.54;0.01;0.66;3.92;3.4;2.0;0.85;0.97;0.76;7.17;4.08;33;67.0;5.54;0.6;3.67;3.15;4.3;0.42;0.42
VonFreeman_PassItOn_FINAL.sv;chorus;3;3.25;0.0;3.29;0.11;0.03;0.04;0.03;0.04;0.08;0.0;0.02;0.13;0.1;0.1;0.13;0.08;0.07;0.92;3.5;3.0;3.46;6.32;1.71;0.0;0.0;0.16;0.51;0.77;0.0;0.81;0.0;0.02;0.58;0.03;0.2;0.0;2.06;9.59;5.43;0.0;1.25;5.19;0.05;0.03;0.24;0.07;0.06;0.1;0.27;0.13;0.07;0.82;0.89;0.8;0.23;12.59;5.56;Von Freeman;Pass it On;Pass it On-1;FUSION;FUNK;ts;105.9;MODAL;1991;6.52;3.11;0.1;6.45;-42;64;42;3.75;3.99;2.48;0.0;0.03;0.02;0.2;0.1;0.11;0.23;0.64;0.0;0.7;0.64;0.68;1.45;1.46;1.0;2.33;0.0;4.38;1.0;1.1;2.38;4.0;1.06;0.0;0.93;21.44;0.97;0.388059701493;0.106187810945;0.1875;0.0248756218905;2.49;0.48;0.45;0.07;0.81;4.17;3.79;5.0;1.08;0.97;0.96;6.35;4.62;42;65.0;7.9;0.43;3.71;3.67;5.37;0.41;0.41
WarneMarsh_Crosscurrent_FINAL.sv;chorus;1;3.0;4.0;3.25;0.16;0.01;0.01;0.04;0.04;0.15;0.0;0.01;0.11;0.15;0.09;0.15;0.01;0.09;0.83;0.0;3.2;3.1;5.6;1.21;0.0;0.01;0.93;0.24;0.85;0.0;0.0;0.0;0.06;0.4;0.01;0.14;1.0;20.33;0.0;11.53;0.0;1.71;3.43;0.01;0.03;0.3;0.01;0.0;0.06;0.47;0.11;0.02;0.57;0.89;1.0;0.17;6.2;6.67;Warne Marsh;Crosscurrent;Crosscurrent-1;COOL;SWING;ts;258.2;FUNCTIONAL;1949;4.86;3.2;0.06;2.57;-7;17;10;2.15;2.93;1.25;0.02;0.03;0.02;0.88;0.08;0.01;0.21;0.75;0.0;0.49;0.33;0.0;1.32;11.47;1.0;2.79;0.0;4.59;1.5;1.0;6.29;0.0;1.6;1.0;0.68;39.22;0.98;0.147959183673;0.113958660387;0.171794871795;0.0561224489796;1.88;0.44;0.55;0.01;0.65;5.21;6.32;2.0;0.8;0.94;0.98;7.3;4.08;25;62.0;5.01;0.25;5.0;5.74;6.44;0.21;0.21
WarneMarsh_Tautology_FINAL.sv;chorus;1;3.4;4.3;4.1;0.09;0.02;0.06;0.01;0.02;0.13;0.0;0.02;0.11;0.18;0.09;0.14;0.02;0.1;0.87;4.0;3.0;3.27;5.88;0.99;0.0;0.02;0.85;0.4;0.9;0.0;0.09;0.0;0.05;0.33;0.02;0.08;1.0;8.22;1.25;4.35;0.0;1.14;4.15;0.0;0.01;0.29;0.0;0.02;0.25;0.21;0.16;0.06;0.68;0.9;0.86;0.17;5.64;6.36;Warne Marsh;Tautology;Tautology-1;COOL;SWING;ts;269.9;BLUES;1951;5.47;3.17;0.08;3.2;-12;19;11;2.68;3.21;2.02;0.02;0.02;0.02;0.8;0.1;0.03;0.17;0.78;0.0;0.49;0.45;0.05;1.32;5.79;1.0;2.93;0.0;4.82;1.0;1.0;3.15;1.0;1.2;1.0;0.78;34.17;0.88;0.350574712644;0.164523951897;0.254335260116;0.0747126436782;1.94;0.51;0.49;0.0;0.63;4.85;5.12;0.0;1.06;0.94;0.93;9.67;4.12;23;63.0;5.08;0.36;4.88;3.82;5.29;0.36;0.36
WarneMarsh_Tautology_FINAL.sv;chorus;2;3.6;3.25;3.78;0.07;0.03;0.07;0.03;0.04;0.12;0.02;0.01;0.12;0.14;0.09;0.15;0.02;0.11;0.91;0.0;3.86;3.67;6.12;0.98;0.0;0.02;0.89;0.32;0.91;0.0;0.05;0.0;0.05;0.32;0.02;0.08;1.0;8.33;1.0;4.67;0.0;1.0;4.14;0.01;0.04;0.28;0.01;0.02;0.14;0.29;0.16;0.05;0.71;0.93;0.88;0.14;6.16;6.91;Warne Marsh;Tautology;Tautology-1;COOL;SWING;ts;269.9;BLUES;1951;5.52;3.86;0.1;3.24;-14;22;14;2.64;3.42;1.82;0.02;0.02;0.02;0.82;0.12;0.02;0.17;0.79;0.0;0.45;0.41;0.03;1.38;6.4;1.0;3.36;0.0;5.74;1.0;1.0;3.61;1.0;1.35;1.0;0.72;33.57;0.96;0.173469387755;0.106318681319;0.176923076923;0.0357142857143;1.91;0.5;0.49;0.01;0.66;5.23;6.12;2.0;1.02;0.97;0.91;9.83;4.34;29;62.0;5.78;0.26;4.75;6.4;5.9;0.3;0.3
WarneMarsh_Wow-1_FINAL.sv;chorus;1;4.0;0.0;4.33;0.08;0.03;0.04;0.03;0.05;0.11;0.0;0.01;0.11;0.12;0.13;0.14;0.01;0.16;0.88;0.0;4.0;3.25;5.5;2.09;0.0;0.01;0.88;0.34;0.3;0.0;0.06;0.0;0.06;0.69;0.04;0.66;1.0;8.0;1.0;4.54;0.0;1.2;3.29;0.0;0.02;0.15;0.0;0.01;0.06;0.52;0.19;0.05;0.57;0.75;0.91;0.12;6.8;4.96;Warne Marsh;Wow;Wow-1;COOL;SWING;ts;175.1;FUNCTIONAL;1949;4.55;4.0;0.03;2.74;-8;15;7;2.38;2.91;1.41;0.01;0.02;0.01;0.87;0.08;0.03;0.8;0.16;0.0;0.47;0.32;0.03;5.38;8.55;1.0;3.38;0.0;1.55;1.0;1.0;4.91;1.0;1.5;1.0;0.68;26.62;0.99;0.119266055046;0.103954298335;0.162037037037;0.045871559633;1.82;0.39;0.61;0.0;0.61;4.36;6.55;0.0;0.64;0.95;0.95;8.75;4.27;24;64.0;5.64;0.28;6.0;7.75;8.67;0.29;0.29
WayneShorter_Adam'sApple_FINAL.sv;chorus;1;4.0;3.0;3.25;0.07;0.03;0.02;0.05;0.0;0.06;0.0;0.0;0.25;0.15;0.09;0.13;0.0;0.15;0.79;0.0;4.0;4.0;5.22;2.5;0.02;0.03;0.8;0.5;0.39;0.0;0.1;0.0;0.07;0.64;0.04;0.55;1.0;5.5;1.22;3.06;0.0;1.0;4.74;0.01;0.04;0.24;0.11;0.0;0.15;0.29;0.14;0.03;0.73;0.98;0.84;0.23;5.0;3.62;Wayne Shorter;Adam's Apple;Adam's Apple-1;POSTBOP;LATIN;ts;174.4;COLOR;1966;5.47;4.0;0.03;2.84;-7;16;9;2.37;3.29;2.81;0.02;0.06;0.09;0.68;0.16;0.11;0.69;0.14;0.01;0.61;0.62;0.06;3.41;2.96;1.0;2.14;1.0;1.36;1.0;1.09;1.91;1.2;1.13;1.0;0.66;12.02;0.92;0.327272727273;0.169057547957;0.192660550459;0.145454545455;2.74;0.41;0.48;0.11;0.87;3.89;3.69;4.0;0.87;0.84;0.9;5.44;3.68;21;62.5;4.93;0.44;4.0;3.57;4.13;0.42;0.42
WayneShorter_Adam'sApple_FINAL.sv;chorus;2;3.0;4.0;3.8;0.15;0.0;0.06;0.01;0.01;0.04;0.0;0.01;0.3;0.07;0.13;0.14;0.02;0.05;0.78;0.0;3.0;3.0;4.99;2.99;0.02;0.08;0.55;0.74;0.37;0.01;0.23;0.01;0.13;0.67;0.1;0.5;1.17;2.88;1.36;1.87;1.0;1.38;4.6;0.01;0.05;0.28;0.13;0.0;0.18;0.19;0.14;0.01;0.74;0.93;0.9;0.25;3.79;2.77;Wayne Shorter;Adam's Apple;Adam's Apple-1;POSTBOP;LATIN;ts;174.4;COLOR;1966;5.34;3.0;0.02;3.28;-7;24;17;2.45;3.19;3.59;0.02;0.11;0.17;0.48;0.17;0.12;0.47;0.28;0.02;0.81;0.83;0.16;2.44;2.5;1.0;1.73;1.0;1.53;1.08;1.67;1.6;1.3;1.27;1.0;0.69;30.22;0.77;0.25;0.174125071715;0.253012048193;0.0952380952381;2.77;0.45;0.42;0.13;0.9;3.8;5.6;3.5;1.06;0.86;0.8;5.38;3.86;25;66.0;5.78;0.32;3.25;6.0;4.33;0.59;0.59
WayneShorter_Adam'sApple_FINAL.sv;chorus;3;0.0;0.0;4.0;0.04;0.03;0.01;0.0;0.0;0.06;0.0;0.01;0.31;0.07;0.14;0.19;0.01;0.13;0.75;0.0;0.0;0.0;4.9;2.75;0.03;0.03;0.79;0.46;0.22;0.0;0.04;0.01;0.13;0.71;0.13;0.63;1.0;5.18;1.5;3.0;1.0;1.13;4.92;0.07;0.1;0.24;0.1;0.06;0.06;0.24;0.07;0.07;0.84;0.94;0.87;0.28;3.24;2.36;Wayne Shorter;Adam's Apple;Adam's Apple-1;POSTBOP;LATIN;ts;174.4;COLOR;1966;5.4;0.0;0.0;4.42;-12;22;12;3.38;3.66;2.95;0.06;0.11;0.14;0.61;0.2;0.18;0.63;0.03;0.04;0.67;0.77;0.0;2.5;2.26;1.6;1.73;1.0;1.0;1.43;1.0;1.65;0.0;1.08;1.0;0.64;6.31;0.85;0.319444444444;0.203149452269;0.253521126761;0.152777777778;2.68;0.45;0.45;0.1;0.86;5.25;3.5;3.0;1.0;0.8;0.73;4.63;3.45;23;66.0;4.58;0.46;4.0;3.67;4.11;0.47;0.47
WayneShorter_Adam'sApple_FINAL.sv;chorus;4;0.0;0.0;3.0;0.2;0.01;0.08;0.0;0.01;0.02;0.0;0.0;0.22;0.07;0.12;0.21;0.0;0.05;0.75;3.0;0.0;4.0;4.52;2.76;0.02;0.02;0.68;0.59;0.46;0.01;0.2;0.04;0.06;0.62;0.05;0.46;1.0;3.87;1.55;2.36;1.0;1.0;3.9;0.02;0.1;0.37;0.0;0.05;0.04;0.26;0.12;0.05;0.71;0.92;0.81;0.28;3.56;2.58;Wayne Shorter;Adam's Apple;Adam's Apple-1;POSTBOP;LATIN;ts;174.4;COLOR;1966;4.72;3.0;0.02;3.89;-10;21;10;3.11;3.17;3.4;0.07;0.07;0.14;0.57;0.13;0.15;0.44;0.29;0.05;0.83;0.78;0.08;1.76;2.0;1.0;1.4;1.0;1.5;1.0;1.0;1.4;1.0;1.0;1.0;0.73;9.27;0.84;0.4;0.219327731092;0.285714285714;0.152941176471;1.79;0.56;0.44;0.0;0.62;3.23;3.5;0.0;1.27;0.86;0.87;3.75;3.44;17;68.0;4.35;0.72;3.0;3.0;6.25;0.51;0.51
WayneShorter_Dolores_FINAL.sv;chorus;1;0.0;3.0;3.2;0.08;0.08;0.09;0.01;0.04;0.08;0.0;0.07;0.09;0.06;0.13;0.09;0.08;0.08;0.94;0.0;5.0;4.2;5.88;1.15;0.01;0.03;0.79;0.52;0.9;0.0;0.1;0.0;0.08;0.3;0.02;0.08;1.0;5.25;1.22;3.21;0.0;1.6;3.9;0.02;0.03;0.37;0.01;0.02;0.09;0.35;0.06;0.06;0.65;0.9;0.85;0.24;4.83;5.56;Wayne Shorter;Dolores;Dolores-1;POSTBOP;SWING;ts;277.4;COLOR;1966;5.14;5.0;0.08;3.43;-17;26;17;2.57;3.22;2.76;0.03;0.04;0.11;0.67;0.14;0.11;0.16;0.69;0.0;0.67;0.65;0.05;1.55;3.04;1.0;2.1;0.0;3.0;1.0;1.09;2.02;1.25;1.5;1.0;0.7;33.76;0.86;0.264150943396;0.163881401617;0.242857142857;0.0849056603774;2.11;0.5;0.49;0.01;0.67;4.15;5.38;2.0;1.04;0.94;0.86;7.38;4.1;22;61.5;5.18;0.44;3.92;6.2;9.11;0.4;0.4
WayneShorter_Dolores_FINAL.sv;chorus;2;0.0;3.5;3.4;0.03;0.06;0.12;0.03;0.1;0.13;0.0;0.03;0.06;0.11;0.06;0.1;0.1;0.07;0.93;0.0;5.0;4.0;5.94;0.99;0.0;0.03;0.84;0.43;0.91;0.0;0.1;0.0;0.03;0.32;0.02;0.06;1.33;5.83;1.0;3.38;0.0;1.0;4.42;0.04;0.04;0.27;0.03;0.01;0.14;0.36;0.05;0.06;0.71;0.87;0.84;0.16;5.69;6.63;Wayne Shorter;Dolores;Dolores-1;POSTBOP;SWING;ts;277.4;COLOR;1966;5.69;5.0;0.03;3.39;-8;20;12;2.69;3.39;2.55;0.02;0.02;0.05;0.69;0.19;0.05;0.27;0.67;0.0;0.6;0.58;0.05;1.5;3.58;1.0;2.25;0.0;3.32;1.0;1.0;2.3;1.0;1.5;1.0;0.74;40.77;0.9;0.328;0.188935483871;0.233870967742;0.144;2.28;0.42;0.55;0.03;0.73;4.15;4.87;0.0;0.76;0.97;0.87;11.0;4.24;23;64.0;5.56;0.35;4.71;4.89;7.18;0.39;0.39
WayneShorter_Dolores_FINAL.sv;chorus;3;4.0;3.0;3.25;0.06;0.04;0.09;0.04;0.09;0.07;0.01;0.05;0.07;0.14;0.1;0.08;0.08;0.08;0.96;0.0;4.6;4.43;5.93;1.07;0.0;0.02;0.82;0.46;0.88;0.0;0.06;0.0;0.1;0.37;0.01;0.11;1.0;6.21;1.0;3.66;0.0;1.57;4.31;0.01;0.04;0.18;0.14;0.0;0.06;0.42;0.11;0.04;0.69;0.88;0.82;0.22;5.2;5.99;Wayne Shorter;Dolores;Dolores-1;POSTBOP;SWING;ts;277.4;COLOR;1966;5.3;4.6;0.17;2.51;-6;15;9;1.95;3.16;2.33;0.01;0.01;0.08;0.7;0.21;0.08;0.26;0.66;0.0;0.62;0.54;0.01;1.69;3.65;1.0;2.28;0.0;3.29;1.0;1.0;2.33;1.0;1.47;1.0;0.67;35.02;0.9;0.264150943396;0.173045822102;0.185714285714;0.160377358491;2.72;0.34;0.51;0.14;0.9;4.71;4.43;5.5;0.67;0.97;0.85;7.14;4.17;21;61.0;5.15;0.26;4.67;4.27;5.38;0.33;0.33
WayneShorter_DownUnder_FINAL.sv;chorus;1;3.0;4.25;4.14;0.09;0.01;0.04;0.03;0.05;0.15;0.0;0.01;0.11;0.1;0.1;0.15;0.03;0.13;0.89;3.0;5.4;4.44;5.8;0.85;0.0;0.01;0.14;0.38;0.93;0.0;0.84;0.0;0.01;0.28;0.02;0.05;1.0;1.12;5.95;3.46;0.0;1.0;3.69;0.03;0.01;0.28;0.01;0.0;0.15;0.42;0.08;0.01;0.63;0.88;0.9;0.17;11.29;6.92;Wayne Shorter;Down Under;Down Under-1;HARDBOP;SWING;ts;147.1;BLUES;1961;5.13;4.71;0.19;3.38;-7;29;22;2.39;3.14;2.2;0.01;0.02;0.03;0.24;0.01;0.02;0.04;0.9;0.01;0.27;0.49;0.71;1.0;1.19;1.0;5.15;1.0;9.31;1.0;1.0;2.0;2.88;1.0;1.0;0.9;24.75;0.91;0.444444444444;0.0745992260918;0.141791044776;0.00740740740741;2.0;0.4;0.58;0.01;0.68;5.6;6.21;0.0;0.69;0.98;0.96;8.5;4.18;24;61.0;4.99;0.25;5.25;5.82;7.0;0.38;0.38
WayneShorter_DownUnder_FINAL.sv;chorus;2;0.0;3.0;4.0;0.13;0.03;0.03;0.03;0.01;0.11;0.0;0.01;0.15;0.1;0.1;0.11;0.1;0.09;0.9;0.0;4.8;5.0;5.74;1.46;0.0;0.0;0.24;0.56;0.83;0.01;0.71;0.01;0.04;0.42;0.03;0.13;0.0;1.29;4.33;2.49;1.0;1.0;4.51;0.02;0.07;0.18;0.05;0.05;0.08;0.35;0.1;0.1;0.8;0.94;0.86;0.21;7.71;4.71;Wayne Shorter;Down Under;Down Under-1;HARDBOP;SWING;ts;147.1;BLUES;1961;5.47;4.8;0.21;3.87;-9;19;10;2.98;3.68;3.09;0.03;0.02;0.03;0.32;0.09;0.07;0.21;0.68;0.02;0.58;0.71;0.53;1.27;1.32;1.0;2.27;1.0;4.13;1.0;1.0;1.6;2.29;1.0;1.0;0.88;38.18;0.95;0.358695652174;0.137064022934;0.21978021978;0.054347826087;2.45;0.4;0.55;0.05;0.78;4.29;5.5;0.0;0.72;0.99;0.91;7.43;4.47;27;65.0;6.06;0.39;3.5;5.43;5.78;0.45;0.45
WayneShorter_DownUnder_FINAL.sv;chorus;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.6;0.0;0.0;0.2;0.0;0.36;0.0;2.0;2.0;1.5;1.5;0.0;0.0;0.6;0.97;0.4;0.0;0.4;0.0;0.0;0.97;0.0;0.6;0.0;3.0;2.0;2.5;0.0;0.0;1.58;0.0;0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.29;0.16;0.92;0.06;10.66;6.71;Wayne Shorter;Down Under;Down Under-1;HARDBOP;SWING;ts;147.1;BLUES;1961;1.58;2.0;0.25;0.83;-2;2;2;0.75;1.5;1.58;0.0;0.0;0.0;0.5;0.0;0.0;0.5;0.5;0.0;1.0;1.0;0.5;2.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.42;7.4;0.32;0.2;0.0625;0.125;0.0;1.58;0.0;0.5;0.5;0.63;0.0;0.0;0.0;0.0;0.38;0.17;3.0;1.37;3;45.0;1.17;0.0;0.0;0.0;0.0;0.5;0.5
WayneShorter_E.S.P._FINAL.sv;chorus;1;3.0;3.29;3.4;0.15;0.04;0.04;0.07;0.04;0.06;0.01;0.0;0.12;0.14;0.07;0.1;0.09;0.07;0.92;4.0;4.88;4.7;6.05;0.86;0.0;0.01;0.87;0.37;0.92;0.0;0.07;0.0;0.05;0.28;0.01;0.07;1.0;10.31;1.08;5.14;0.0;1.43;4.09;0.02;0.01;0.31;0.01;0.01;0.15;0.37;0.09;0.04;0.65;0.85;0.83;0.16;6.03;7.1;Wayne Shorter;E.S.P.;E.S.P.-1;POSTBOP;SWING;ts;284.5;COLOR;1964;5.39;4.78;0.18;2.98;-10;26;16;2.35;3.15;1.6;0.01;0.01;0.04;0.84;0.11;0.04;0.13;0.82;0.0;0.43;0.37;0.01;1.09;6.87;1.0;3.44;0.0;5.96;1.75;1.75;3.78;1.0;1.05;1.0;0.68;32.53;0.94;0.147368421053;0.120231133389;0.187830687831;0.0526315789474;2.08;0.46;0.53;0.01;0.67;5.64;4.83;0.0;0.85;0.98;0.87;8.11;4.16;25;62.0;4.86;0.36;5.5;4.5;5.42;0.34;0.34
WayneShorter_E.S.P._FINAL.sv;chorus;2;3.67;3.4;4.0;0.13;0.02;0.06;0.05;0.07;0.08;0.0;0.0;0.1;0.17;0.04;0.09;0.08;0.11;0.9;0.0;4.83;4.63;6.11;1.23;0.0;0.03;0.76;0.57;0.88;0.0;0.12;0.0;0.09;0.4;0.03;0.09;1.0;5.12;1.75;3.07;0.0;1.15;4.93;0.05;0.05;0.13;0.07;0.03;0.15;0.36;0.13;0.04;0.79;0.86;0.83;0.19;5.24;6.24;Wayne Shorter;E.S.P.;E.S.P.-1;POSTBOP;SWING;ts;284.5;COLOR;1964;6.11;4.83;0.14;4.08;-10;34;24;2.96;3.7;2.84;0.02;0.02;0.07;0.67;0.17;0.07;0.18;0.72;0.0;0.6;0.64;0.07;1.41;3.5;1.0;2.58;0.0;4.48;1.0;1.0;2.18;1.57;1.32;1.0;0.73;39.64;0.97;0.272189349112;0.185606861088;0.235119047619;0.136094674556;2.49;0.35;0.58;0.07;0.79;3.64;4.68;0.0;0.59;0.96;0.85;5.31;4.39;29;62.0;6.13;0.39;3.0;4.23;4.72;0.38;0.38
WayneShorter_E.S.P._FINAL.sv;chorus;3;3.67;3.4;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-0.0;0.0;4.83;4.63;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0;0;0;0;0;0;0;0;0;0.0;0.86;0.83;0.19;10.56;12.93;Wayne Shorter;E.S.P.;E.S.P.-1;POSTBOP;SWING;ts;284.5;COLOR;1964;6.11;4.83;0.14;4.08;-10;34;24;2.96;3.7;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;1.41;3.5;1.0;2.58;0.0;4.48;1.0;1.0;2.18;1.57;1.32;1.0;-0.0;18.0;0.0;1.0;0.5;0.0;1.0;0.0;0;0;0;0.0;3.64;4.68;0.0;0.59;-0.0;0.0;1.0;0.0;0;47.0;0.0;1.0;3.0;4.23;4.72;0.0;0.0
WayneShorter_Eighty=One_FINAL.sv;chorus;1;3.0;0.0;4.6;0.24;0.0;0.0;0.0;0.0;0.13;0.0;0.07;0.24;0.0;0.09;0.11;0.0;0.13;0.7;2.0;2.0;0.0;4.42;2.82;0.02;0.04;0.42;0.82;0.58;0.0;0.4;0.0;0.15;0.74;0.16;0.24;1.0;1.92;1.69;1.57;0.0;1.0;4.17;0.0;0.06;0.2;0.06;0.0;0.19;0.26;0.19;0.06;0.74;0.93;0.94;0.25;5.18;2.97;Wayne Shorter;Eighty-One;Eighty-One-1;POSTBOP;SWING;ts;138.4;BLUES;1964;4.59;0.0;0.0;2.97;-5;12;7;2.67;3.07;3.83;0.06;0.09;0.07;0.43;0.2;0.17;0.28;0.43;0.04;0.85;0.86;0.24;1.5;1.64;1.0;1.42;1.0;1.77;1.0;1.13;1.35;1.3;1.22;1.0;0.74;10.01;0.9;0.454545454545;0.225673400673;0.324074074074;0.127272727273;2.4;0.44;0.5;0.06;0.79;3.33;3.67;0.0;0.89;0.72;0.75;3.57;3.02;22;67.0;4.17;0.55;4.0;3.5;4.5;0.69;0.69
WayneShorter_Eighty=One_FINAL.sv;chorus;2;3.0;4.0;3.33;0.1;0.06;0.03;0.0;0.02;0.05;0.0;0.12;0.17;0.01;0.1;0.16;0.04;0.13;0.86;3.0;3.0;3.25;5.65;1.99;0.02;0.02;0.37;0.67;0.76;0.0;0.56;0.0;0.05;0.52;0.04;0.17;1.0;1.48;2.26;1.75;0.0;1.0;4.48;0.01;0.07;0.3;0.01;0.0;0.11;0.32;0.1;0.09;0.7;0.94;0.92;0.21;8.16;4.72;Wayne Shorter;Eighty-One;Eighty-One-1;POSTBOP;SWING;ts;138.4;BLUES;1964;5.61;3.0;0.04;3.1;-6;16;10;2.61;3.37;3.03;0.01;0.05;0.04;0.47;0.07;0.04;0.34;0.57;0.0;0.71;0.67;0.41;1.55;1.59;1.0;1.84;0.0;2.48;1.0;1.0;1.51;1.65;1.0;1.0;0.84;9.02;0.92;0.365591397849;0.15997545582;0.255434782609;0.0645161290323;2.11;0.5;0.49;0.01;0.68;4.6;4.89;2.0;1.02;0.93;0.82;7.2;3.85;24;64.0;4.33;0.4;5.0;4.5;5.64;0.49;0.49
WayneShorter_Eighty=One_FINAL.sv;chorus;3;0.0;3.0;3.0;0.13;0.01;0.1;0.0;0.05;0.05;0.0;0.09;0.15;0.11;0.15;0.11;0.0;0.06;0.86;3.0;0.0;3.5;5.42;2.5;0.01;0.02;0.4;0.72;0.61;0.0;0.5;0.0;0.07;0.64;0.06;0.32;1.0;1.5;1.78;1.55;0.0;1.0;4.74;0.02;0.17;0.28;0.06;0.01;0.09;0.14;0.06;0.16;0.8;0.94;0.91;0.23;6.81;3.99;Wayne Shorter;Eighty-One;Eighty-One-1;POSTBOP;SWING;ts;138.4;BLUES;1964;5.44;3.5;0.06;4.77;-12;33;21;3.63;3.5;3.37;0.02;0.05;0.05;0.47;0.1;0.09;0.33;0.52;0.01;0.7;0.74;0.36;1.35;2.0;1.0;1.42;1.0;1.68;1.0;1.0;1.53;1.45;1.0;1.0;0.79;45.79;0.83;0.463414634146;0.101701294791;0.179012345679;0.0243902439024;2.49;0.53;0.41;0.06;0.8;3.58;4.2;0.0;1.3;0.89;0.83;6.38;3.86;29;67.0;5.64;0.49;3.0;5.0;4.0;0.62;0.62
